Year,Jury.or.Televoting,From.country,To.country,Points
2016,T,Albania,Armenia,2
2016,T,Albania,Australia,12
2016,T,Albania,Austria,0
2016,T,Albania,Azerbaijan,0
2016,T,Albania,Belgium,0
2016,T,Albania,Bulgaria,8
2016,T,Albania,Croatia,0
2016,T,Albania,Cyprus,0
2016,T,Albania,Czech Republic,0
2016,T,Albania,France,0
2016,T,Albania,Georgia,0
2016,T,Albania,Germany,0
2016,T,Albania,Hungary,1
2016,T,Albania,Israel,0
2016,T,Albania,Italy,10
2016,T,Albania,Latvia,0
2016,T,Albania,Lithuania,4
2016,T,Albania,Malta,0
2016,T,Albania,Poland,5
2016,T,Albania,Russia,7
2016,T,Albania,Serbia,0
2016,T,Albania,Spain,0
2016,T,Albania,Sweden,3
2016,T,Albania,The Netherlands,0
2016,T,Albania,Ukraine,6
2016,T,Albania,United Kingdom,0
2016,T,Armenia,Australia,0
2016,T,Armenia,Austria,4
2016,T,Armenia,Azerbaijan,0
2016,T,Armenia,Belgium,0
2016,T,Armenia,Bulgaria,0
2016,T,Armenia,Croatia,0
2016,T,Armenia,Cyprus,6
2016,T,Armenia,Czech Republic,0
2016,T,Armenia,France,7
2016,T,Armenia,Georgia,8
2016,T,Armenia,Germany,0
2016,T,Armenia,Hungary,3
2016,T,Armenia,Israel,0
2016,T,Armenia,Italy,0
2016,T,Armenia,Latvia,0
2016,T,Armenia,Lithuania,0
2016,T,Armenia,Malta,5
2016,T,Armenia,Poland,1
2016,T,Armenia,Russia,12
2016,T,Armenia,Serbia,0
2016,T,Armenia,Spain,0
2016,T,Armenia,Sweden,2
2016,T,Armenia,The Netherlands,0
2016,T,Armenia,Ukraine,10
2016,T,Armenia,United Kingdom,0
2016,T,Australia,Armenia,0
2016,T,Australia,Austria,3
2016,T,Australia,Azerbaijan,0
2016,T,Australia,Belgium,12
2016,T,Australia,Bulgaria,10
2016,T,Australia,Croatia,0
2016,T,Australia,Cyprus,0
2016,T,Australia,Czech Republic,0
2016,T,Australia,France,7
2016,T,Australia,Georgia,0
2016,T,Australia,Germany,0
2016,T,Australia,Hungary,0
2016,T,Australia,Israel,0
2016,T,Australia,Italy,0
2016,T,Australia,Latvia,0
2016,T,Australia,Lithuania,1
2016,T,Australia,Malta,6
2016,T,Australia,Poland,0
2016,T,Australia,Russia,5
2016,T,Australia,Serbia,0
2016,T,Australia,Spain,2
2016,T,Australia,Sweden,0
2016,T,Australia,The Netherlands,0
2016,T,Australia,Ukraine,8
2016,T,Australia,United Kingdom,4
2016,T,Austria,Armenia,0
2016,T,Austria,Australia,3
2016,T,Austria,Azerbaijan,0
2016,T,Austria,Belgium,0
2016,T,Austria,Bulgaria,5
2016,T,Austria,Croatia,0
2016,T,Austria,Cyprus,0
2016,T,Austria,Czech Republic,0
2016,T,Austria,France,1
2016,T,Austria,Georgia,0
2016,T,Austria,Germany,2
2016,T,Austria,Hungary,0
2016,T,Austria,Israel,0
2016,T,Austria,Italy,0
2016,T,Austria,Latvia,0
2016,T,Austria,Lithuania,0
2016,T,Austria,Malta,0
2016,T,Austria,Poland,12
2016,T,Austria,Russia,8
2016,T,Austria,Serbia,4
2016,T,Austria,Spain,0
2016,T,Austria,Sweden,7
2016,T,Austria,The Netherlands,6
2016,T,Austria,Ukraine,10
2016,T,Austria,United Kingdom,0
2016,T,Azerbaijan,Armenia,0
2016,T,Azerbaijan,Australia,2
2016,T,Azerbaijan,Austria,0
2016,T,Azerbaijan,Belgium,0
2016,T,Azerbaijan,Bulgaria,8
2016,T,Azerbaijan,Croatia,0
2016,T,Azerbaijan,Cyprus,0
2016,T,Azerbaijan,Czech Republic,0
2016,T,Azerbaijan,France,4
2016,T,Azerbaijan,Georgia,1
2016,T,Azerbaijan,Germany,0
2016,T,Azerbaijan,Hungary,7
2016,T,Azerbaijan,Israel,6
2016,T,Azerbaijan,Italy,0
2016,T,Azerbaijan,Latvia,0
2016,T,Azerbaijan,Lithuania,0
2016,T,Azerbaijan,Malta,5
2016,T,Azerbaijan,Poland,3
2016,T,Azerbaijan,Russia,12
2016,T,Azerbaijan,Serbia,0
2016,T,Azerbaijan,Spain,0
2016,T,Azerbaijan,Sweden,0
2016,T,Azerbaijan,The Netherlands,0
2016,T,Azerbaijan,Ukraine,10
2016,T,Azerbaijan,United Kingdom,0
2016,T,Belarus,Armenia,7
2016,T,Belarus,Australia,1
2016,T,Belarus,Austria,0
2016,T,Belarus,Azerbaijan,8
2016,T,Belarus,Belgium,0
2016,T,Belarus,Bulgaria,4
2016,T,Belarus,Croatia,0
2016,T,Belarus,Cyprus,0
2016,T,Belarus,Czech Republic,0
2016,T,Belarus,France,0
2016,T,Belarus,Georgia,0
2016,T,Belarus,Germany,0
2016,T,Belarus,Hungary,3
2016,T,Belarus,Israel,0
2016,T,Belarus,Italy,0
2016,T,Belarus,Latvia,5
2016,T,Belarus,Lithuania,0
2016,T,Belarus,Malta,0
2016,T,Belarus,Poland,6
2016,T,Belarus,Russia,12
2016,T,Belarus,Serbia,0
2016,T,Belarus,Spain,0
2016,T,Belarus,Sweden,2
2016,T,Belarus,The Netherlands,0
2016,T,Belarus,Ukraine,10
2016,T,Belarus,United Kingdom,0
2016,T,Belgium,Armenia,7
2016,T,Belgium,Australia,4
2016,T,Belgium,Austria,3
2016,T,Belgium,Azerbaijan,0
2016,T,Belgium,Bulgaria,5
2016,T,Belgium,Croatia,0
2016,T,Belgium,Cyprus,0
2016,T,Belgium,Czech Republic,0
2016,T,Belgium,France,8
2016,T,Belgium,Georgia,0
2016,T,Belgium,Germany,0
2016,T,Belgium,Hungary,0
2016,T,Belgium,Israel,0
2016,T,Belgium,Italy,0
2016,T,Belgium,Latvia,0
2016,T,Belgium,Lithuania,0
2016,T,Belgium,Malta,0
2016,T,Belgium,Poland,12
2016,T,Belgium,Russia,6
2016,T,Belgium,Serbia,0
2016,T,Belgium,Spain,0
2016,T,Belgium,Sweden,1
2016,T,Belgium,The Netherlands,10
2016,T,Belgium,Ukraine,2
2016,T,Belgium,United Kingdom,0
2016,T,Bosnia & Herzegovina,Armenia,0
2016,T,Bosnia & Herzegovina,Australia,3
2016,T,Bosnia & Herzegovina,Austria,5
2016,T,Bosnia & Herzegovina,Azerbaijan,8
2016,T,Bosnia & Herzegovina,Belgium,0
2016,T,Bosnia & Herzegovina,Bulgaria,2
2016,T,Bosnia & Herzegovina,Croatia,10
2016,T,Bosnia & Herzegovina,Cyprus,0
2016,T,Bosnia & Herzegovina,Czech Republic,0
2016,T,Bosnia & Herzegovina,France,4
2016,T,Bosnia & Herzegovina,Georgia,0
2016,T,Bosnia & Herzegovina,Germany,0
2016,T,Bosnia & Herzegovina,Hungary,1
2016,T,Bosnia & Herzegovina,Israel,0
2016,T,Bosnia & Herzegovina,Italy,0
2016,T,Bosnia & Herzegovina,Latvia,0
2016,T,Bosnia & Herzegovina,Lithuania,0
2016,T,Bosnia & Herzegovina,Malta,0
2016,T,Bosnia & Herzegovina,Poland,0
2016,T,Bosnia & Herzegovina,Russia,6
2016,T,Bosnia & Herzegovina,Serbia,12
2016,T,Bosnia & Herzegovina,Spain,0
2016,T,Bosnia & Herzegovina,Sweden,0
2016,T,Bosnia & Herzegovina,The Netherlands,0
2016,T,Bosnia & Herzegovina,Ukraine,7
2016,T,Bosnia & Herzegovina,United Kingdom,0
2016,T,Bulgaria,Armenia,8
2016,T,Bulgaria,Australia,5
2016,T,Bulgaria,Austria,4
2016,T,Bulgaria,Azerbaijan,1
2016,T,Bulgaria,Belgium,0
2016,T,Bulgaria,Croatia,0
2016,T,Bulgaria,Cyprus,7
2016,T,Bulgaria,Czech Republic,0
2016,T,Bulgaria,France,0
2016,T,Bulgaria,Georgia,0
2016,T,Bulgaria,Germany,0
2016,T,Bulgaria,Hungary,0
2016,T,Bulgaria,Israel,2
2016,T,Bulgaria,Italy,0
2016,T,Bulgaria,Latvia,0
2016,T,Bulgaria,Lithuania,0
2016,T,Bulgaria,Malta,0
2016,T,Bulgaria,Poland,6
2016,T,Bulgaria,Russia,12
2016,T,Bulgaria,Serbia,0
2016,T,Bulgaria,Spain,0
2016,T,Bulgaria,Sweden,3
2016,T,Bulgaria,The Netherlands,0
2016,T,Bulgaria,Ukraine,10
2016,T,Bulgaria,United Kingdom,0
2016,T,Croatia,Armenia,0
2016,T,Croatia,Australia,5
2016,T,Croatia,Austria,6
2016,T,Croatia,Azerbaijan,0
2016,T,Croatia,Belgium,0
2016,T,Croatia,Bulgaria,1
2016,T,Croatia,Cyprus,0
2016,T,Croatia,Czech Republic,0
2016,T,Croatia,France,2
2016,T,Croatia,Georgia,0
2016,T,Croatia,Germany,0
2016,T,Croatia,Hungary,3
2016,T,Croatia,Israel,0
2016,T,Croatia,Italy,0
2016,T,Croatia,Latvia,0
2016,T,Croatia,Lithuania,0
2016,T,Croatia,Malta,0
2016,T,Croatia,Poland,4
2016,T,Croatia,Russia,8
2016,T,Croatia,Serbia,12
2016,T,Croatia,Spain,0
2016,T,Croatia,Sweden,7
2016,T,Croatia,The Netherlands,0
2016,T,Croatia,Ukraine,10
2016,T,Croatia,United Kingdom,0
2016,T,Cyprus,Armenia,8
2016,T,Cyprus,Australia,5
2016,T,Cyprus,Austria,0
2016,T,Cyprus,Azerbaijan,0
2016,T,Cyprus,Belgium,0
2016,T,Cyprus,Bulgaria,12
2016,T,Cyprus,Croatia,0
2016,T,Cyprus,Czech Republic,0
2016,T,Cyprus,France,6
2016,T,Cyprus,Georgia,0
2016,T,Cyprus,Germany,0
2016,T,Cyprus,Hungary,4
2016,T,Cyprus,Israel,0
2016,T,Cyprus,Italy,0
2016,T,Cyprus,Latvia,0
2016,T,Cyprus,Lithuania,3
2016,T,Cyprus,Malta,0
2016,T,Cyprus,Poland,2
2016,T,Cyprus,Russia,10
2016,T,Cyprus,Serbia,0
2016,T,Cyprus,Spain,0
2016,T,Cyprus,Sweden,1
2016,T,Cyprus,The Netherlands,0
2016,T,Cyprus,Ukraine,7
2016,T,Cyprus,United Kingdom,0
2016,T,Czech Republic,Armenia,8
2016,T,Czech Republic,Australia,1
2016,T,Czech Republic,Austria,4
2016,T,Czech Republic,Azerbaijan,6
2016,T,Czech Republic,Belgium,0
2016,T,Czech Republic,Bulgaria,5
2016,T,Czech Republic,Croatia,0
2016,T,Czech Republic,Cyprus,0
2016,T,Czech Republic,France,0
2016,T,Czech Republic,Georgia,0
2016,T,Czech Republic,Germany,0
2016,T,Czech Republic,Hungary,3
2016,T,Czech Republic,Israel,0
2016,T,Czech Republic,Italy,0
2016,T,Czech Republic,Latvia,0
2016,T,Czech Republic,Lithuania,0
2016,T,Czech Republic,Malta,0
2016,T,Czech Republic,Poland,7
2016,T,Czech Republic,Russia,10
2016,T,Czech Republic,Serbia,0
2016,T,Czech Republic,Spain,0
2016,T,Czech Republic,Sweden,2
2016,T,Czech Republic,The Netherlands,0
2016,T,Czech Republic,Ukraine,12
2016,T,Czech Republic,United Kingdom,0
2016,T,Denmark,Armenia,0
2016,T,Denmark,Australia,10
2016,T,Denmark,Austria,1
2016,T,Denmark,Azerbaijan,0
2016,T,Denmark,Belgium,8
2016,T,Denmark,Bulgaria,0
2016,T,Denmark,Croatia,0
2016,T,Denmark,Cyprus,0
2016,T,Denmark,Czech Republic,0
2016,T,Denmark,France,2
2016,T,Denmark,Georgia,0
2016,T,Denmark,Germany,0
2016,T,Denmark,Hungary,0
2016,T,Denmark,Israel,0
2016,T,Denmark,Italy,0
2016,T,Denmark,Latvia,0
2016,T,Denmark,Lithuania,6
2016,T,Denmark,Malta,0
2016,T,Denmark,Poland,5
2016,T,Denmark,Russia,4
2016,T,Denmark,Serbia,0
2016,T,Denmark,Spain,0
2016,T,Denmark,Sweden,12
2016,T,Denmark,The Netherlands,7
2016,T,Denmark,Ukraine,3
2016,T,Denmark,United Kingdom,0
2016,T,Estonia,Armenia,0
2016,T,Estonia,Australia,4
2016,T,Estonia,Austria,6
2016,T,Estonia,Azerbaijan,0
2016,T,Estonia,Belgium,0
2016,T,Estonia,Bulgaria,0
2016,T,Estonia,Croatia,0
2016,T,Estonia,Cyprus,3
2016,T,Estonia,Czech Republic,0
2016,T,Estonia,France,2
2016,T,Estonia,Georgia,0
2016,T,Estonia,Germany,0
2016,T,Estonia,Hungary,0
2016,T,Estonia,Israel,0
2016,T,Estonia,Italy,0
2016,T,Estonia,Latvia,7
2016,T,Estonia,Lithuania,5
2016,T,Estonia,Malta,0
2016,T,Estonia,Poland,1
2016,T,Estonia,Russia,12
2016,T,Estonia,Serbia,0
2016,T,Estonia,Spain,0
2016,T,Estonia,Sweden,10
2016,T,Estonia,The Netherlands,0
2016,T,Estonia,Ukraine,8
2016,T,Estonia,United Kingdom,0
2016,T,F.Y.R. Macedonia,Armenia,7
2016,T,F.Y.R. Macedonia,Australia,3
2016,T,F.Y.R. Macedonia,Austria,0
2016,T,F.Y.R. Macedonia,Azerbaijan,0
2016,T,F.Y.R. Macedonia,Belgium,4
2016,T,F.Y.R. Macedonia,Bulgaria,10
2016,T,F.Y.R. Macedonia,Croatia,5
2016,T,F.Y.R. Macedonia,Cyprus,0
2016,T,F.Y.R. Macedonia,Czech Republic,0
2016,T,F.Y.R. Macedonia,France,0
2016,T,F.Y.R. Macedonia,Georgia,0
2016,T,F.Y.R. Macedonia,Germany,0
2016,T,F.Y.R. Macedonia,Hungary,0
2016,T,F.Y.R. Macedonia,Israel,0
2016,T,F.Y.R. Macedonia,Italy,1
2016,T,F.Y.R. Macedonia,Latvia,0
2016,T,F.Y.R. Macedonia,Lithuania,0
2016,T,F.Y.R. Macedonia,Malta,0
2016,T,F.Y.R. Macedonia,Poland,2
2016,T,F.Y.R. Macedonia,Russia,8
2016,T,F.Y.R. Macedonia,Serbia,12
2016,T,F.Y.R. Macedonia,Spain,0
2016,T,F.Y.R. Macedonia,Sweden,0
2016,T,F.Y.R. Macedonia,The Netherlands,0
2016,T,F.Y.R. Macedonia,Ukraine,6
2016,T,F.Y.R. Macedonia,United Kingdom,0
2016,T,Finland,Armenia,0
2016,T,Finland,Australia,7
2016,T,Finland,Austria,6
2016,T,Finland,Azerbaijan,0
2016,T,Finland,Belgium,0
2016,T,Finland,Bulgaria,4
2016,T,Finland,Croatia,0
2016,T,Finland,Cyprus,1
2016,T,Finland,Czech Republic,0
2016,T,Finland,France,3
2016,T,Finland,Georgia,0
2016,T,Finland,Germany,0
2016,T,Finland,Hungary,0
2016,T,Finland,Israel,0
2016,T,Finland,Italy,0
2016,T,Finland,Latvia,2
2016,T,Finland,Lithuania,0
2016,T,Finland,Malta,0
2016,T,Finland,Poland,5
2016,T,Finland,Russia,8
2016,T,Finland,Serbia,0
2016,T,Finland,Spain,0
2016,T,Finland,Sweden,10
2016,T,Finland,The Netherlands,0
2016,T,Finland,Ukraine,12
2016,T,Finland,United Kingdom,0
2016,T,France,Armenia,12
2016,T,France,Australia,0
2016,T,France,Austria,8
2016,T,France,Azerbaijan,0
2016,T,France,Belgium,4
2016,T,France,Bulgaria,5
2016,T,France,Croatia,0
2016,T,France,Cyprus,0
2016,T,France,Czech Republic,0
2016,T,France,Georgia,0
2016,T,France,Germany,0
2016,T,France,Hungary,0
2016,T,France,Israel,3
2016,T,France,Italy,0
2016,T,France,Latvia,0
2016,T,France,Lithuania,0
2016,T,France,Malta,0
2016,T,France,Poland,7
2016,T,France,Russia,6
2016,T,France,Serbia,0
2016,T,France,Spain,1
2016,T,France,Sweden,2
2016,T,France,The Netherlands,0
2016,T,France,Ukraine,10
2016,T,France,United Kingdom,0
2016,T,Georgia,Armenia,12
2016,T,Georgia,Australia,1
2016,T,Georgia,Austria,0
2016,T,Georgia,Azerbaijan,7
2016,T,Georgia,Belgium,0
2016,T,Georgia,Bulgaria,3
2016,T,Georgia,Croatia,0
2016,T,Georgia,Cyprus,0
2016,T,Georgia,Czech Republic,0
2016,T,Georgia,France,0
2016,T,Georgia,Germany,0
2016,T,Georgia,Hungary,2
2016,T,Georgia,Israel,0
2016,T,Georgia,Italy,0
2016,T,Georgia,Latvia,6
2016,T,Georgia,Lithuania,5
2016,T,Georgia,Malta,0
2016,T,Georgia,Poland,4
2016,T,Georgia,Russia,8
2016,T,Georgia,Serbia,0
2016,T,Georgia,Spain,0
2016,T,Georgia,Sweden,0
2016,T,Georgia,The Netherlands,0
2016,T,Georgia,Ukraine,10
2016,T,Georgia,United Kingdom,0
2016,T,Germany,Armenia,2
2016,T,Germany,Australia,5
2016,T,Germany,Austria,7
2016,T,Germany,Azerbaijan,0
2016,T,Germany,Belgium,0
2016,T,Germany,Bulgaria,4
2016,T,Germany,Croatia,0
2016,T,Germany,Cyprus,0
2016,T,Germany,Czech Republic,0
2016,T,Germany,France,0
2016,T,Germany,Georgia,0
2016,T,Germany,Hungary,0
2016,T,Germany,Israel,0
2016,T,Germany,Italy,1
2016,T,Germany,Latvia,0
2016,T,Germany,Lithuania,0
2016,T,Germany,Malta,0
2016,T,Germany,Poland,10
2016,T,Germany,Russia,12
2016,T,Germany,Serbia,0
2016,T,Germany,Spain,0
2016,T,Germany,Sweden,8
2016,T,Germany,The Netherlands,3
2016,T,Germany,Ukraine,6
2016,T,Germany,United Kingdom,0
2016,T,Greece,Armenia,8
2016,T,Greece,Australia,5
2016,T,Greece,Austria,1
2016,T,Greece,Azerbaijan,0
2016,T,Greece,Belgium,0
2016,T,Greece,Bulgaria,7
2016,T,Greece,Croatia,0
2016,T,Greece,Cyprus,12
2016,T,Greece,Czech Republic,0
2016,T,Greece,France,4
2016,T,Greece,Georgia,0
2016,T,Greece,Germany,0
2016,T,Greece,Hungary,2
2016,T,Greece,Israel,0
2016,T,Greece,Italy,0
2016,T,Greece,Latvia,0
2016,T,Greece,Lithuania,0
2016,T,Greece,Malta,0
2016,T,Greece,Poland,3
2016,T,Greece,Russia,10
2016,T,Greece,Serbia,0
2016,T,Greece,Spain,0
2016,T,Greece,Sweden,0
2016,T,Greece,The Netherlands,0
2016,T,Greece,Ukraine,6
2016,T,Greece,United Kingdom,0
2016,T,Hungary,Armenia,0
2016,T,Hungary,Australia,3
2016,T,Hungary,Austria,6
2016,T,Hungary,Azerbaijan,0
2016,T,Hungary,Belgium,0
2016,T,Hungary,Bulgaria,4
2016,T,Hungary,Croatia,0
2016,T,Hungary,Cyprus,5
2016,T,Hungary,Czech Republic,0
2016,T,Hungary,France,1
2016,T,Hungary,Georgia,0
2016,T,Hungary,Germany,0
2016,T,Hungary,Israel,0
2016,T,Hungary,Italy,0
2016,T,Hungary,Latvia,0
2016,T,Hungary,Lithuania,0
2016,T,Hungary,Malta,0
2016,T,Hungary,Poland,8
2016,T,Hungary,Russia,10
2016,T,Hungary,Serbia,0
2016,T,Hungary,Spain,0
2016,T,Hungary,Sweden,7
2016,T,Hungary,The Netherlands,2
2016,T,Hungary,Ukraine,12
2016,T,Hungary,United Kingdom,0
2016,T,Iceland,Armenia,0
2016,T,Iceland,Australia,8
2016,T,Iceland,Austria,2
2016,T,Iceland,Azerbaijan,1
2016,T,Iceland,Belgium,3
2016,T,Iceland,Bulgaria,0
2016,T,Iceland,Croatia,0
2016,T,Iceland,Cyprus,0
2016,T,Iceland,Czech Republic,0
2016,T,Iceland,France,5
2016,T,Iceland,Georgia,0
2016,T,Iceland,Germany,0
2016,T,Iceland,Hungary,0
2016,T,Iceland,Israel,0
2016,T,Iceland,Italy,0
2016,T,Iceland,Latvia,0
2016,T,Iceland,Lithuania,4
2016,T,Iceland,Malta,0
2016,T,Iceland,Poland,10
2016,T,Iceland,Russia,7
2016,T,Iceland,Serbia,0
2016,T,Iceland,Spain,0
2016,T,Iceland,Sweden,12
2016,T,Iceland,The Netherlands,6
2016,T,Iceland,Ukraine,0
2016,T,Iceland,United Kingdom,0
2016,T,Ireland,Armenia,0
2016,T,Ireland,Australia,6
2016,T,Ireland,Austria,1
2016,T,Ireland,Azerbaijan,0
2016,T,Ireland,Belgium,0
2016,T,Ireland,Bulgaria,5
2016,T,Ireland,Croatia,0
2016,T,Ireland,Cyprus,0
2016,T,Ireland,Czech Republic,0
2016,T,Ireland,France,0
2016,T,Ireland,Georgia,0
2016,T,Ireland,Germany,0
2016,T,Ireland,Hungary,0
2016,T,Ireland,Israel,0
2016,T,Ireland,Italy,0
2016,T,Ireland,Latvia,7
2016,T,Ireland,Lithuania,12
2016,T,Ireland,Malta,0
2016,T,Ireland,Poland,10
2016,T,Ireland,Russia,8
2016,T,Ireland,Serbia,0
2016,T,Ireland,Spain,0
2016,T,Ireland,Sweden,2
2016,T,Ireland,The Netherlands,0
2016,T,Ireland,Ukraine,4
2016,T,Ireland,United Kingdom,3
2016,T,Israel,Armenia,6
2016,T,Israel,Australia,5
2016,T,Israel,Austria,3
2016,T,Israel,Azerbaijan,2
2016,T,Israel,Belgium,1
2016,T,Israel,Bulgaria,7
2016,T,Israel,Croatia,0
2016,T,Israel,Cyprus,0
2016,T,Israel,Czech Republic,0
2016,T,Israel,France,12
2016,T,Israel,Georgia,0
2016,T,Israel,Germany,0
2016,T,Israel,Hungary,0
2016,T,Israel,Italy,0
2016,T,Israel,Latvia,0
2016,T,Israel,Lithuania,0
2016,T,Israel,Malta,0
2016,T,Israel,Poland,4
2016,T,Israel,Russia,10
2016,T,Israel,Serbia,0
2016,T,Israel,Spain,0
2016,T,Israel,Sweden,0
2016,T,Israel,The Netherlands,0
2016,T,Israel,Ukraine,8
2016,T,Israel,United Kingdom,0
2016,T,Italy,Armenia,1
2016,T,Italy,Australia,0
2016,T,Italy,Austria,0
2016,T,Italy,Azerbaijan,0
2016,T,Italy,Belgium,0
2016,T,Italy,Bulgaria,7
2016,T,Italy,Croatia,0
2016,T,Italy,Cyprus,6
2016,T,Italy,Czech Republic,0
2016,T,Italy,France,5
2016,T,Italy,Georgia,3
2016,T,Italy,Germany,0
2016,T,Italy,Hungary,0
2016,T,Italy,Israel,0
2016,T,Italy,Latvia,0
2016,T,Italy,Lithuania,2
2016,T,Italy,Malta,0
2016,T,Italy,Poland,10
2016,T,Italy,Russia,8
2016,T,Italy,Serbia,4
2016,T,Italy,Spain,0
2016,T,Italy,Sweden,0
2016,T,Italy,The Netherlands,0
2016,T,Italy,Ukraine,12
2016,T,Italy,United Kingdom,0
2016,T,Latvia,Armenia,0
2016,T,Latvia,Australia,6
2016,T,Latvia,Austria,4
2016,T,Latvia,Azerbaijan,3
2016,T,Latvia,Belgium,0
2016,T,Latvia,Bulgaria,1
2016,T,Latvia,Croatia,0
2016,T,Latvia,Cyprus,0
2016,T,Latvia,Czech Republic,0
2016,T,Latvia,France,0
2016,T,Latvia,Georgia,2
2016,T,Latvia,Germany,0
2016,T,Latvia,Hungary,0
2016,T,Latvia,Israel,0
2016,T,Latvia,Italy,0
2016,T,Latvia,Lithuania,8
2016,T,Latvia,Malta,0
2016,T,Latvia,Poland,5
2016,T,Latvia,Russia,12
2016,T,Latvia,Serbia,0
2016,T,Latvia,Spain,0
2016,T,Latvia,Sweden,7
2016,T,Latvia,The Netherlands,0
2016,T,Latvia,Ukraine,10
2016,T,Latvia,United Kingdom,0
2016,T,Lithuania,Armenia,0
2016,T,Lithuania,Australia,5
2016,T,Lithuania,Austria,1
2016,T,Lithuania,Azerbaijan,0
2016,T,Lithuania,Belgium,0
2016,T,Lithuania,Bulgaria,0
2016,T,Lithuania,Croatia,0
2016,T,Lithuania,Cyprus,0
2016,T,Lithuania,Czech Republic,0
2016,T,Lithuania,France,3
2016,T,Lithuania,Georgia,4
2016,T,Lithuania,Germany,0
2016,T,Lithuania,Hungary,2
2016,T,Lithuania,Israel,0
2016,T,Lithuania,Italy,0
2016,T,Lithuania,Latvia,12
2016,T,Lithuania,Malta,0
2016,T,Lithuania,Poland,6
2016,T,Lithuania,Russia,8
2016,T,Lithuania,Serbia,0
2016,T,Lithuania,Spain,0
2016,T,Lithuania,Sweden,7
2016,T,Lithuania,The Netherlands,0
2016,T,Lithuania,Ukraine,10
2016,T,Lithuania,United Kingdom,0
2016,T,Malta,Armenia,0
2016,T,Malta,Australia,12
2016,T,Malta,Austria,0
2016,T,Malta,Azerbaijan,6
2016,T,Malta,Belgium,0
2016,T,Malta,Bulgaria,8
2016,T,Malta,Croatia,0
2016,T,Malta,Cyprus,0
2016,T,Malta,Czech Republic,0
2016,T,Malta,France,2
2016,T,Malta,Georgia,0
2016,T,Malta,Germany,0
2016,T,Malta,Hungary,5
2016,T,Malta,Israel,0
2016,T,Malta,Italy,7
2016,T,Malta,Latvia,0
2016,T,Malta,Lithuania,0
2016,T,Malta,Poland,0
2016,T,Malta,Russia,10
2016,T,Malta,Serbia,0
2016,T,Malta,Spain,0
2016,T,Malta,Sweden,0
2016,T,Malta,The Netherlands,3
2016,T,Malta,Ukraine,4
2016,T,Malta,United Kingdom,1
2016,T,Moldova,Armenia,7
2016,T,Moldova,Australia,5
2016,T,Moldova,Austria,4
2016,T,Moldova,Azerbaijan,8
2016,T,Moldova,Belgium,0
2016,T,Moldova,Bulgaria,2
2016,T,Moldova,Croatia,0
2016,T,Moldova,Cyprus,0
2016,T,Moldova,Czech Republic,0
2016,T,Moldova,France,6
2016,T,Moldova,Georgia,0
2016,T,Moldova,Germany,0
2016,T,Moldova,Hungary,0
2016,T,Moldova,Israel,0
2016,T,Moldova,Italy,0
2016,T,Moldova,Latvia,1
2016,T,Moldova,Lithuania,3
2016,T,Moldova,Malta,0
2016,T,Moldova,Poland,0
2016,T,Moldova,Russia,12
2016,T,Moldova,Serbia,0
2016,T,Moldova,Spain,0
2016,T,Moldova,Sweden,0
2016,T,Moldova,The Netherlands,0
2016,T,Moldova,Ukraine,10
2016,T,Moldova,United Kingdom,0
2016,T,Montenegro,Armenia,0
2016,T,Montenegro,Australia,0
2016,T,Montenegro,Austria,0
2016,T,Montenegro,Azerbaijan,7
2016,T,Montenegro,Belgium,0
2016,T,Montenegro,Bulgaria,5
2016,T,Montenegro,Croatia,6
2016,T,Montenegro,Cyprus,0
2016,T,Montenegro,Czech Republic,0
2016,T,Montenegro,France,1
2016,T,Montenegro,Georgia,0
2016,T,Montenegro,Germany,0
2016,T,Montenegro,Hungary,3
2016,T,Montenegro,Israel,0
2016,T,Montenegro,Italy,4
2016,T,Montenegro,Latvia,0
2016,T,Montenegro,Lithuania,2
2016,T,Montenegro,Malta,0
2016,T,Montenegro,Poland,0
2016,T,Montenegro,Russia,10
2016,T,Montenegro,Serbia,12
2016,T,Montenegro,Spain,0
2016,T,Montenegro,Sweden,0
2016,T,Montenegro,The Netherlands,0
2016,T,Montenegro,Ukraine,8
2016,T,Montenegro,United Kingdom,0
2016,T,Norway,Armenia,0
2016,T,Norway,Australia,8
2016,T,Norway,Austria,0
2016,T,Norway,Azerbaijan,0
2016,T,Norway,Belgium,2
2016,T,Norway,Bulgaria,5
2016,T,Norway,Croatia,0
2016,T,Norway,Cyprus,0
2016,T,Norway,Czech Republic,0
2016,T,Norway,France,1
2016,T,Norway,Georgia,0
2016,T,Norway,Germany,0
2016,T,Norway,Hungary,0
2016,T,Norway,Israel,0
2016,T,Norway,Italy,0
2016,T,Norway,Latvia,3
2016,T,Norway,Lithuania,12
2016,T,Norway,Malta,0
2016,T,Norway,Poland,10
2016,T,Norway,Russia,6
2016,T,Norway,Serbia,0
2016,T,Norway,Spain,0
2016,T,Norway,Sweden,7
2016,T,Norway,The Netherlands,0
2016,T,Norway,Ukraine,4
2016,T,Norway,United Kingdom,0
2016,T,Poland,Armenia,2
2016,T,Poland,Australia,7
2016,T,Poland,Austria,4
2016,T,Poland,Azerbaijan,0
2016,T,Poland,Belgium,0
2016,T,Poland,Bulgaria,3
2016,T,Poland,Croatia,0
2016,T,Poland,Cyprus,1
2016,T,Poland,Czech Republic,0
2016,T,Poland,France,0
2016,T,Poland,Georgia,0
